GENDER,MARRITAL_STATUS,BVN,MEANS_OF_IDENTIFICATION,EMAIL_ADDRESS,TYPE_OF_LOAN,MONTHLY_INCOME_TOTAL,LOAN_AMOUNT,OUTSTANDING_LOAN_BALANCE,COUNT_OF_CHILDREN,YEAR_OF_BIRTH,YEARS_IN_PRESENT_EMPLOYMENT,OCCUPATION_TYPE,EMPLOYMENT_TYPE,OWN_A_CAR,OWN_A_HOUSE,EDUCATIONAL_QUALIFICATION,HOUSE_TYPE,APARTMENT_TYPE,ACCOMODATION_TYPE,LIVING_REGION_CONDITION,DSTV_OR_GOtv_LASTDAY_RECHARGE,NEPA_LASTDAY_PAY,PHONE_LASTDAY_RECHARGE,TARGET
female,divorced,93656465765,National ID Card,yes,automobile loan,70000,7000000,5400,4,1976,less than one year,teacher,permanet,yes,yes,Secondary School,Semi-detached,five rooms,Living with Parents/Friends/Family,bad,a month ago,a month ago,a month ago,0
male,single,74878973745,National Driver’s Licence,yes,salary loan,894000,45600,9300,4,2004,nine years,Driver,contract,yes,yes,Graduate,Terraced,one room,owned,bad,less than three weeks ago,less than three weeks ago,less than three weeks ago,1
female,widowed,87890546845,NIN,yes,joint mortgage,60000,32000,5600,5,2007,five years,teacher,permanet,yes,no,Graduate,block of flats,one room,Rented,very bad,a month ago,less than three weeks ago,less than three weeks ago,0
female,widowed,21454364645,Valid INEC Voter’s Card,yes,secured overdraft,100000,65000,0,4,1963,less than one year,Driver,contract,yes,yes,Secondary School,face-me i face-you,five rooms,Rented,good,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
female,widowed,65642343544,National Driver’s Licence,no,personal home loan,12000,90000,0,2,1999,two years,Laborer,contract,yes,yes,Diploma,Penthouse,four rooms,Rented,very good,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
male,widowed,63265754754,National ID Card,yes,personal home loan,7000000,63000,7800,12,1995,three years,Driver,contract,yes,yes,Primary School Leaving Certificate,Bungalow,four rooms,Living with Parents/Friends/Family,very good,a year ago,a month ago,less than three weeks ago,0
female,single,75274645856,NIN,yes,personal home loan,50000,7600,3300,4,1993,eight years,teacher,contract,no,no,Professional,face-me i face-you,five rooms,Living with Parents/Friends/Family,bad,a month ago,less than six months,less than three weeks ago,1
female,widowed,98765677654,NIN,yes,secured overdraft,2000,10000,700,5,1992,less than one year,Accountant,permanet,yes,yes,Graduate,Semi-detached,Studio,Rented,very bad,a month ago,a month ago,less than three weeks ago,0
female,divorced,56787654345,Valid INEC Voter’s Card,yes,joint mortgage,40000,490000,0,2,1999,two years,Driver,permanet,yes,yes,Professional,Terraced,five rooms,Living with Parents/Friends/Family,good,a year ago,less than three weeks ago,less than three weeks ago,1
female,widowed,65456787657,Valid INEC Voter’s Card,yes,secured overdraft,60000,658000,0,6,2000,four years,Laborer,permanet,yes,no,Primary School Leaving Certificate,Terraced,three rooms,Official Quarters,bad,a month ago,two months ago,three months ago,1
male,single,56789876545,Int’l Passport,yes,joint mortgage,2000,876000,700,3,1985,above ten years,Accountant,contract,no,yes,Secondary School,Duplex,four rooms,Official Quarters,very good,a month ago,less than three weeks ago,less than three weeks ago,0
female,divorced,65456787658,National ID Card,no,personal home loan,4999,53000,69000,6,1964,three years,teacher,contract,yes,yes,Graduate,Bungalow,one room,Living with Parents/Friends/Family,bad,less than three weeks ago,a month ago,two months ago,1
male,single,76545676876,NIN,yes,automobile loan,10000,100000,0,8,1972,above ten years,Driver,contract,yes,yes,Post Graduate,Semi-detached,five rooms,Living with Parents/Friends/Family,good,less than three weeks ago,three months ago,less than three weeks ago,1
male,widowed,89876544545,National ID Card,yes,secured overdraft,30000,500000,0,3,1959,less than one year,teacher,permanet,no,yes,Secondary School,face-me i face-you,Studio,Official Quarters,very bad,less than six months,a month ago,a month ago,0
male,widowed,67654346587,National ID Card,yes,joint mortgage,40000,430000,0,7,1988,above ten years,Driver,contract,yes,yes,Graduate,Mansion,Studio,Rented,very good,two months ago,less than three weeks ago,less than three weeks ago,0
female,widowed,87656787656,Valid INEC Voter’s Card,yes,automobile loan,1000000,30000000,0,4,1976,nine years,teacher,permanet,yes,no,Secondary School,Detached,three rooms,Living with Parents/Friends/Family,bad,less than six months,two months ago,less than three weeks ago,1
male,single,76567898876,National ID Card,no,personal home loan,2000000,4000,0,5,2004,two years,Accountant,contract,yes,yes,Post Graduate,face-me i face-you,two rooms,Rented,very good,three months ago,less than three weeks ago,a month ago,1
female,divorced,35487579877,NIN,yes,salary loan,180000,29992000,8900,6,2007,three years,Driver,contract,yes,yes,Diploma,Terraced,four rooms,Official Quarters,very bad,less than three weeks ago,less than three weeks ago,three months ago,1
male,single,56876756459,Valid INEC Voter’s Card,yes,secured overdraft,220000,59988000,1300,4,1963,nine years,teacher,permanet,yes,yes,Secondary School,face-me i face-you,one room,Living with Parents/Friends/Family,bad,less than three weeks ago,a month ago,a month ago,0
male,divorced,68645465796,NIN,no,secured overdraft,600000,48000,54000,2,1967,seven years,Driver,contract,no,yes,Professional,Penthouse,five rooms,Official Quarters,bad,less than three weeks ago,a month ago,a year ago,1
female,single,86765897647,National ID Card,yes,personal home loan,,2000,0,2,1994,less than one year,Accountant,contract,no,yes,Primary School Leaving Certificate,block of flats,three rooms,Rented,good,two months ago,less than three weeks ago,less than three weeks ago,0
male,widowed,57536349776,Valid INEC Voter’s Card,yes,automobile loan,300000,570000,76000,1,1994,two years,Driver,permanet,no,yes,Diploma,face-me i face-you,Studio,Rented,bad,two months ago,less than three weeks ago,two months ago,0
male,single,75465648574,National Driver’s Licence,no,personal home loan,200000,380000,62000,1,1983,eight years,Driver,permanet,no,yes,Secondary School,Bungalow,five rooms,Rented,bad,a month ago,less than three weeks ago,less than three weeks ago,1
female,divorced,98758937544,Int’l Passport,no,joint mortgage,108000,200000,9800,4,1979,five years,Laborer,contract,no,yes,Post Graduate,Semi-detached,one room,Official Quarters,very good,a month ago,less than six months,a month ago,0
male,divorced,64897698763,National Driver’s Licence,yes,joint mortgage,60000,21000,7900,3,1964,four years,Accountant,contract,yes,no,Primary School Leaving Certificate,face-me i face-you,five rooms,Rented,very bad,a month ago,a month ago,less than three weeks ago,1
female,widowed,57965836385,National ID Card,yes,personal home loan,10000,13000,0,3,1972,above ten years,Accountant,contract,yes,no,Professional,Bungalow,five rooms,Living with Parents/Friends/Family,good,a month ago,less than three weeks ago,a year ago,0
female,divorced,68876534654,National Driver’s Licence,no,personal home loan,390000,83000,0,2,1959,less than one year,Laborer,contract,yes,no,Primary School Leaving Certificate,face-me i face-you,five rooms,owned,very good,less than six months,less than three weeks ago,less than six months,0
female,single,88768545598,NIN,no,joint mortgage,47000,70000,0,4,1988,above ten years,Driver,permanet,yes,no,Post Graduate,Semi-detached,two rooms,Rented,very bad,less than three weeks ago,a year ago,two months ago,1
male,widowed,87654865854,Int’l Passport,yes,secured overdraft,2000000,99000,0,4,1976,eight years,Driver,contract,yes,yes,Graduate,face-me i face-you,Studio,Living with Parents/Friends/Family,very bad,a year ago,less than three weeks ago,less than three weeks ago,1
female,widowed,71174822974,Valid INEC Voter’s Card,yes,automobile loan,180000,20000,0,4,2004,less than one year,Laborer,permanet,no,yes,Diploma,Terraced,five rooms,Rented,bad,less than three weeks ago,a month ago,less than three weeks ago,1
female,divorced,71349932551,Int’l Passport,yes,secured overdraft,220000,1000000,6700,5,2007,above ten years,Accountant,permanet,no,yes,Graduate,Detached,three rooms,Official Quarters,very good,less than three weeks ago,a year ago,less than three weeks ago,0
female,widowed,71525042128,NIN,yes,personal home loan,600000,73000,54000,4,1963,two years,Driver,permanet,no,no,Post Graduate,block of flats,Studio,Living with Parents/Friends/Family,very bad,less than three weeks ago,a month ago,two months ago,1
female,single,71700151705,Valid INEC Voter’s Card,yes,joint mortgage,280000,7000000,40000,2,1978,eight years,Accountant,contract,yes,no,Secondary School,Penthouse,four rooms,Rented,good,a month ago,less than three weeks ago,three months ago,0
male,divorced,71875261283,National ID Card,yes,secured overdraft,300000,4000,89600,12,1962,above ten years,Driver,contract,yes,yes,Post Graduate,Mansion,one room,Official Quarters,very good,three months ago,two months ago,two months ago,0
female,single,72050370860,National Driver’s Licence,no,automobile loan,200000,1000,500,4,1967,less than one year,Accountant,permanet,yes,yes,Diploma,Duplex,five rooms,Rented,good,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
male,single,72133385122,Int’l Passport,yes,salary loan,108000,20000,200,6,1965,two years,Laborer,permanet,no,no,Graduate,block of flats,Studio,Rented,bad,a month ago,less than three weeks ago,less than three weeks ago,0
male,widowed,71847009127,National Driver’s Licence,yes,personal home loan,60000,4000,0,7,2008,above ten years,Driver,contract,yes,yes,Professional,block of flats,five rooms,Living with Parents/Friends/Family,very bad,two months ago,a month ago,less than three weeks ago,1
male,widowed,71560633131,NIN,no,personal home loan,10000,94000,0,1,2002,three years,Laborer,permanet,no,yes,Diploma,face-me i face-you,five rooms,Rented,very good,a month ago,less than three weeks ago,a month ago,0
female,single,71274257136,National Driver’s Licence,yes,salary loan,390000,38000,98000,0,1998,five years,Accountant,contract,no,yes,Professional,Bungalow,three rooms,Rented,bad,less than three weeks ago,less than three weeks ago,less than three weeks ago,1
male,widowed,70987881141,NIN,yes,joint mortgage,47000,57000,0,0,1972,nine years,Accountant,permanet,yes,yes,Post Graduate,Terraced,one room,Official Quarters,very bad,less than three weeks ago,less than three weeks ago,less than three weeks ago,1
female,single,70701505145,NIN,yes,personal home loan,100000,570000,0,0,1973,seven years,Driver,permanet,no,yes,Post Graduate,face-me i face-you,five rooms,owned,very good,less than three weeks ago,less than three weeks ago,less than six months,0
male,widowed,70415129150,National ID Card,no,joint mortgage,78000,3700000,0,8,2006,three years,Driver,permanet,no,no,Graduate,block of flats,two rooms,Living with Parents/Friends/Family,bad,a month ago,less than three weeks ago,a month ago,1
male,divorced,70128753154,Int’l Passport,yes,automobile loan,20000000,4200,0,2,2000,five years,Laborer,contract,no,yes,Primary School Leaving Certificate,Bungalow,four rooms,Rented,bad,a month ago,less than three weeks ago,less than three weeks ago,1
female,divorced,69842377159,Valid INEC Voter’s Card,yes,secured overdraft,500000,93000,0,5,2000,seven years,Driver,contract,no,yes,Diploma,Semi-detached,Studio,Official Quarters,bad,less than six months,less than three weeks ago,a month ago,0
male,widowed,69556001163,National Driver’s Licence,no,personal home loan,30000,240000,0,7,2000,above ten years,teacher,permanet,yes,yes,Professional,block of flats,one room,Rented,good,less than three weeks ago,less than three weeks ago,a month ago,0
male,divorced,69269625168,National Driver’s Licence,yes,personal home loan,50000,72000,0,6,1985,above ten years,Driver,permanet,yes,no,Post Graduate,Bungalow,five rooms,Official Quarters,bad,a month ago,three months ago,a month ago,1
female,single,68983249172,National Driver’s Licence,yes,joint mortgage,200000,9000,0,21,1964,two years,Laborer,contract,yes,yes,Graduate,face-me i face-you,four rooms,Official Quarters,very good,a month ago,less than three weeks ago,less than three weeks ago,1
male,divorced,68696873177,NIN,yes,secured overdraft,4800000,19000,0,8,1972,above ten years,Driver,permanet,yes,yes,Secondary School,block of flats,four rooms,Rented,bad,less than three weeks ago,two months ago,less than three weeks ago,1
female,single,68410497181,Valid INEC Voter’s Card,yes,joint mortgage,1000000,47000,0,3,2007,less than one year,Laborer,contract,no,yes,Diploma,block of flats,one room,Rented,very bad,less than three weeks ago,less than three weeks ago,a year ago,0
female,widowed,68124121186,Valid INEC Voter’s Card,yes,automobile loan,20000,5000,0,4,1963,above ten years,teacher,permanet,yes,yes,Secondary School,Terraced,Studio,Rented,bad,less than three weeks ago,a month ago,less than three weeks ago,1
female,single,67837745190,National ID Card,no,personal home loan,7000000,42000,0,7,1967,less than one year,Driver,permanet,yes,no,Diploma,face-me i face-you,five rooms,Rented,very good,less than three weeks ago,less than three weeks ago,a month ago,0
male,widowed,67551369195,NIN,yes,secured overdraft,100000,79000,0,1,1994,less than one year,teacher,permanet,yes,yes,Secondary School,Mansion,two rooms,Official Quarters,very bad,a month ago,a year ago,a year ago,0
female,single,67264993199,National ID Card,yes,secured overdraft,700000,65000,89000,1,1994,above ten years,Driver,contract,yes,yes,Graduate,Detached,five rooms,Living with Parents/Friends/Family,good,less than six months,a month ago,a month ago,1
female,single,66978617204,Valid INEC Voter’s Card,yes,personal home loan,40000,4320000,7000000,1,1983,two years,Laborer,contract,yes,yes,Secondary School,Penthouse,one room,Official Quarters,very good,a month ago,a month ago,less than three weeks ago,0
female,widowed,66692241208,Int’l Passport,yes,joint mortgage,30000,61000,8000,1,1979,above ten years,Driver,permanet,yes,yes,Primary School Leaving Certificate,Terraced,three rooms,owned,bad,less than three weeks ago,a year ago,two months ago,1
